"name","id","minplayers","maxplayers","minplaytime","maxplaytime","categories","mechanics","family","expansions","designer","publishers","complexity","gamesOtherPeopleLiked"
"Gloomhaven","174430",1,4,60,120,"[""Adventure"",""Exploration"",""Fantasy"",""Fighting"",""Miniatures""]","[""Campaign / Battle Card Driven"",""Cooperative Play"",""Grid Movement"",""Hand Management"",""Modular Board"",""Role Playing"",""Simultaneous Action Selection"",""Storytelling"",""Variable Player Powers""]","[""Campaign Games"",""Components: Miniatures"",""Crowdfunding: Kickstarter"",""Gloomhaven Universe"",""Legacy"",""Solitaire Games""]","[""Gloomhaven: Forgotten Circles"",""Gloomhaven: Solo Scenarios"",""Gloomhaven: The End of the World (Promo Scenario)""]","[""Gloomhaven: Forgotten Circles"",""Gloomhaven: Solo Scenarios"",""Gloomhaven: The End of the World (Promo Scenario)""]","[""Cephalofair Games"",""Albi"",""Asmodee"",""Feuerland Spiele"",""Gém Klub Kft."",""Hobby World""]",3,"[""/boardgame/209010/mechs-vs-minions"",""/boardgame/82222/xia-legends-drift-system"",""/boardgame/180263/7th-continent"",""/boardgame/232918/fallout"",""/boardgame/96848/mage-knight-board-game"",""/boardgame/146652/legendary-encounters-alien-deck-building-game"",""/boardgame/146021/eldritch-horror"",""/boardgame/205059/mansions-madness-second-edition"",""/boardgame/170216/blood-rage"",""/boardgame/161936/pandemic-legacy-season-1"",""/boardgame/169786/scythe"",""/boardgame/191189/aeons-end"",""/boardgame/170416/vast-crystal-caverns"",""/boardgame/189932/tyrants-underdark"",""/boardgame/169426/roll-player"",""/boardgame/221107/pandemic-legacy-season-2"",""/boardgame/197376/charterstone"",""/boardgame/121921/robinson-crusoe-adventures-cursed-island"",""/boardgame/150376/dead-winter-crossroads-game"",""/boardgame/195421/near-and-far"",""/boardgame/205896/rising-sun"",""/boardgame/148261/seafall"",""/boardgame/233078/twilight-imperium-fourth-edition"",""/boardgame/188920/war-mine-board-game"",""/boardgame/192455/first-martians-adventures-red-planet"",""/boardgame/187645/star-wars-rebellion"",""/boardgame/234669/legacy-dragonholt""]"
